Record ID,Record Status,Manufacturer,Manufacturer Part Number,Legacy AIPN,Legacy AIPN Old,Legacy Description,Legacy Family,Legacy Datasheet,Import Source,Source Sheet,Duplicate Source Rows,Identity Key,Source Rows,Source Data JSON
PMR-000077,Imported - Pending Verification,Wurth,692122030100,,CON-SMD-USBA-9p-H-1-00,CONN RCPT USB3.0 TYPEA 9P SMD RA,CON,https://www.we-online.com/catalog/datasheet/692122030100.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No,wurth | 692122030100,78,"[{""source_row"":78,""values"":{""AIPN"":"""",""Family"":""CON"",""Value"":""9"",""Case"":"""",""Image"":"""",""Description"":""CONN RCPT USB3.0 TYPEA 9P SMD RA"",""Manufacturer Name"":""Wurth"",""Manufacturer Part Number"":""692122030100"",""Lifecycle"":""Active"",""Leadtime(WKS)"":""14"",""Case2"":""SMD"",""Case3"":""SMD"",""Case Displayed as"":""SMD"",""Param #1"":""USBA"",""Param #2"":""9p"",""Param #3"":""H"",""Param #4"":""1"",""Rev"":""0"",""Params used"":""7"",""AIPN Occurrence"":""1"",""AIPN - OLD"":""CON-SMD-USBA-9p-H-1-00"",""LEN"":""22"",""Datasheet"":""https://www.we-online.com/catalog/datasheet/692122030100.pdf"",""RoHS Status"":""ROHS3 Compliant"",""Moisture Sensitivity Level (MSL)"":""Active"",""ECCN"":""EAR99"",""HTSUS"":""8536.69.4040"",""Country of Origin"":""China""}}]"
PMR-000078,Imported - Pending Verification,GCT,USB4105-GF-A,,CON-SMD-USBC-Top-16+8-00,CONN RCP USB2.0 TYP C 16P SMD RA,CON,https://gct.co/files/specs/usb4105-spec.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No,gct | usb4105-gf-a,79,"[{""source_row"":79,""values"":{""AIPN"":"""",""Family"":""CON"",""Value"":""16"",""Case"":"""",""Image"":"""",""Description"":""CONN RCP USB2.0 TYP C 16P SMD RA"",""Manufacturer Name"":""GCT"",""Manufacturer Part Number"":""USB4105-GF-A"",""Lifecycle"":""Active"",""Leadtime(WKS)"":""7"",""Case2"":""SMD"",""Case3"":""SMD"",""Case Displayed as"":""SMD"",""Param #1"":""USBC"",""Param #2"":""Top"",""Param #3"":""16+8"",""Param #4"":"""",""Rev"":""0"",""Params used"":""6"",""AIPN Occurrence"":""1"",""AIPN - OLD"":""CON-SMD-USBC-Top-16+8-00"",""LEN"":""24"",""Datasheet"":""https://gct.co/files/specs/usb4105-spec.pdf"",""RoHS Status"":""ROHS3 Compliant"",""Moisture Sensitivity Level (MSL)"":""Active"",""ECCN"":""EAR99"",""HTSUS"":""8536.69.4040"",""Country of Origin"":""China""}}]"
PMR-000079,Imported - Pending Verification,GCT,USB4920-00-A,,CON-SMD-USBC-Top-16+8-2-00,"USB TYPE C, 2.0, 16P, RECEPTACLE",CON,https://mm.digikey.com/Volume0/opasdata/d220001/medias/docus/8945/usb4920-spec.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No,gct | usb4920-00-a,80,"[{""source_row"":80,""values"":{""AIPN"":"""",""Family"":""CON"",""Value"":""16"",""Case"":"""",""Image"":"""",""Description"":""USB TYPE C, 2.0, 16P, RECEPTACLE"",""Manufacturer Name"":""GCT"",""Manufacturer Part Number"":""USB4920-00-A"",""Lifecycle"":""Active"",""Leadtime(WKS)"":""7"",""Case2"":""SMD"",""Case3"":""SMD"",""Case Displayed as"":""SMD"",""Param #1"":""USBC"",""Param #2"":""Top"",""Param #3"":""16+8"",""Param #4"":""2"",""Rev"":""0"",""Params used"":""7"",""AIPN Occurrence"":""1"",""AIPN - OLD"":""CON-SMD-USBC-Top-16+8-2-00"",""LEN"":""26"",""Datasheet"":""https://mm.digikey.com/Volume0/opasdata/d220001/medias/docus/8945/usb4920-spec.pdf"",""RoHS Status"":""ROHS3 Compliant"",""Moisture Sensitivity Level (MSL)"":""Active"",""ECCN"":""EAR99"",""HTSUS"":""8536.69.4040"",""Country of Origin"":""China""}}]"
PMR-000080,Imported - Pending Verification,Wurth,61002011921,,CON-SMD-B2B-Fvert-P2.54-20pin-00,"B2B Header (F), 2.54mm 1x20, SMD",CON,,AIPN Parts Master.xlsx,My Lists Worksheet,No,wurth | 61002011921,81,"[{""source_row"":81,""values"":{""AIPN"":"""",""Family"":""CON"",""Value"":""20"",""Case"":"""",""Image"":"""",""Description"":""B2B Header (F), 2.54mm 1x20, SMD"",""Manufacturer Name"":""Wurth"",""Manufacturer Part Number"":""61002011921"",""Lifecycle"":"""",""Leadtime(WKS)"":"""",""Case2"":""SMB"",""Case3"":""SMD"",""Case Displayed as"":""SMD"",""Param #1"":""B2B"",""Param #2"":""Fvert"",""Param #3"":""P2.54"",""Param #4"":""20pin"",""Rev"":""0"",""Params used"":""7"",""AIPN Occurrence"":""1"",""AIPN - OLD"":""CON-SMD-B2B-Fvert-P2.54-20pin-00"",""LEN"":""32"",""Datasheet"":"""",""RoHS Status"":"""",""Moisture Sensitivity Level (MSL)"":"""",""ECCN"":"""",""HTSUS"":"""",""Country of Origin"":""""}}]"
PMR-000081,Imported - Pending Verification,Hirose Electric Co Ltd,CX90MF-16P,,CON-SMD-USBC-MM-16+8-2-00,"USB-C (USB TYPE-C) USB 2.0 Receptacle Connector 24 (16+8 Dummy) Position Surface Mount, Right Angle",CON,https://www.hirose.com/en/product/document?clcode=CL0480-0985-0-00&productname=CX90MF-16P&series=CX&documenttype=SpecSheet&lang=en&documentid=CX90MF-16P_4800985000_Specsheet_ENG,AIPN Parts Master.xlsx,My Lists Worksheet,No,hiroseelectriccoltd | cx90mf-16p,82,"[{""source_row"":82,""values"":{""AIPN"":"""",""Family"":""CON"",""Value"":""24"",""Case"":""SMD"",""Image"":"""",""Description"":""USB-C (USB TYPE-C) USB 2.0 Receptacle Connector 24 (16+8 Dummy) Position Surface Mount, Right Angle"",""Manufacturer Name"":""Hirose Electric Co Ltd"",""Manufacturer Part Number"":""CX90MF-16P"",""Lifecycle"":""Active"",""Leadtime(WKS)"":""12"",""Case2"":""SMD"",""Case3"":""SMD"",""Case Displayed as"":""SMD"",""Param #1"":""USBC"",""Param #2"":""MM"",""Param #3"":""16+8"",""Param #4"":""2"",""Rev"":""0"",""Params used"":""7"",""AIPN Occurrence"":""1"",""AIPN - OLD"":""CON-SMD-USBC-MM-16+8-2-00"",""LEN"":""25"",""Datasheet"":""https://www.hirose.com/en/product/document?clcode=CL0480-0985-0-00&productname=CX90MF-16P&series=CX&documenttype=SpecSheet&lang=en&documentid=CX90MF-16P_4800985000_Specsheet_ENG"",""RoHS Status"":""Unknown"",""Moisture Sensitivity Level (MSL)"":""Active"",""ECCN"":""-"",""HTSUS"":""-"",""Country of Origin"":""South Korea""}}]"
PMR-000082,Imported - Pending Verification,GCT,USB4085-GF-A,,CON-THT-USBC-16+8-1-00 | CON-SMD-USBC-Top-16+8-1-00,CONN RCPT USB2.0 TYPE C 16+8POS,CON,https://gct.co/files/specs/usb4085-spec.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,Yes,gct | usb4085-gf-a,"83, 87","[{""source_row"":83,""values"":{""AIPN"":"""",""Family"":""CON"",""Value"":""24"",""Case"":"""",""Image"":"""",""Description"":""CONN RCPT USB2.0 TYPE C 16+8POS"",""Manufacturer Name"":""GCT"",""Manufacturer Part Number"":""USB4085-GF-A"",""Lifecycle"":""Active"",""Leadtime(WKS)"":""7"",""Case2"":""THT"",""Case3"":""THT"",""Case Displayed as"":""THT"",""Param #1"":""USBC"",""Param #2"":""16+8"",""Param #3"":""1"",""Param #4"":"""",""Rev"":""0"",""Params used"":""6"",""AIPN Occurrence"":""1"",""AIPN - OLD"":""CON-THT-USBC-16+8-1-00"",""LEN"":""22"",""Datasheet"":""https://gct.co/files/specs/usb4085-spec.pdf"",""RoHS Status"":""ROHS3 Compliant"",""Moisture Sensitivity Level (MSL)"":""Active"",""ECCN"":""EAR99"",""HTSUS"":""8536.69.4040"",""Country of Origin"":""China""}},{""source_row"":87,""values"":{""AIPN"":"""",""Family"":""CON"",""Value"":""24"",""Case"":"""",""Image"":"""",""Description"":""CONN RCPT USB2.0 TYPE C 16+8POS"",""Manufacturer Name"":""GCT"",""Manufacturer Part Number"":""USB4085-GF-A"",""Lifecycle"":""Active"",""Leadtime(WKS)"":""7"",""Case2"":""SMD"",""Case3"":""SMD"",""Case Displayed as"":""SMD"",""Param #1"":""USBC"",""Param #2"":""Top"",""Param #3"":""16+8"",""Param #4"":""1"",""Rev"":""0"",""Params used"":""7"",""AIPN Occurrence"":""1"",""AIPN - OLD"":""CON-SMD-USBC-Top-16+8-1-00"",""LEN"":""26"",""Datasheet"":""https://gct.co/files/specs/usb4085-spec.pdf"",""RoHS Status"":""ROHS3 Compliant"",""Moisture Sensitivity Level (MSL)"":""Active"",""ECCN"":""EAR99"",""HTSUS"":""8536.69.4040"",""Country of Origin"":""China""}}]"
PMR-000083,Imported - Pending Verification,Amp,12401948E412A,,CON-SMD-USBC-24p-H-2-00,CONN RCP USB2.0 TYPC 24P BRD CUT,CON,https://cdn.amphenol-cs.com/media/wysiwyg/files/documentation/datasheet/inputoutput/io_usb_2_0_type_c_lite.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No,amp | 12401948e412a,84,"[{""source_row"":84,""values"":{""AIPN"":"""",""Family"":""CON"",""Value"":""24"",""Case"":"""",""Image"":"""",""Description"":""CONN RCP USB2.0 TYPC 24P BRD CUT"",""Manufacturer Name"":""Amp"",""Manufacturer Part Number"":""12401948E412A"",""Lifecycle"":""Active"",""Leadtime(WKS)"":""16"",""Case2"":""SMD"",""Case3"":""SMD"",""Case Displayed as"":""SMD"",""Param #1"":""USBC"",""Param #2"":""24p"",""Param #3"":""H"",""Param #4"":""2"",""Rev"":""0"",""Params used"":""7"",""AIPN Occurrence"":""1"",""AIPN - OLD"":""CON-SMD-USBC-24p-H-2-00"",""LEN"":""23"",""Datasheet"":""https://cdn.amphenol-cs.com/media/wysiwyg/files/documentation/datasheet/inputoutput/io_usb_2_0_type_c_lite.pdf"",""RoHS Status"":""RoHS Compliant"",""Moisture Sensitivity Level (MSL)"":""Active"",""ECCN"":""EAR99"",""HTSUS"":""8536.69.4040"",""Country of Origin"":""China""}}]"
PMR-000084,Imported - Pending Verification,SameSky,UJ32-C-V-G-FMT-2-P24,,CON-USBC-Strad-24p-H-PCB=0.8mm-00,CONN RCPT USB 3.2 TYPE C 24POS,CON,https://www.sameskydevices.com/product/resource/uj32-c-v-g-fmt-2-p24.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No,samesky | uj32-c-v-g-fmt-2-p24,85,"[{""source_row"":85,""values"":{""AIPN"":"""",""Family"":""CON"",""Value"":""24"",""Case"":"""",""Image"":"""",""Description"":""CONN RCPT USB 3.2 TYPE C 24POS"",""Manufacturer Name"":""SameSky"",""Manufacturer Part Number"":""UJ32-C-V-G-FMT-2-P24"",""Lifecycle"":""Active"",""Leadtime(WKS)"":""8"",""Case2"":""SMD"",""Case3"":""USBC"",""Case Displayed as"":""USBC"",""Param #1"":""Strad"",""Param #2"":""24p"",""Param #3"":""H"",""Param #4"":""PCB=0.8mm"",""Rev"":""0"",""Params used"":""7"",""AIPN Occurrence"":""1"",""AIPN - OLD"":""CON-USBC-Strad-24p-H-PCB=0.8mm-00"",""LEN"":""33"",""Datasheet"":""https://www.sameskydevices.com/product/resource/uj32-c-v-g-fmt-2-p24.pdf"",""RoHS Status"":""RoHS Compliant"",""Moisture Sensitivity Level (MSL)"":""Active"",""ECCN"":""EAR99"",""HTSUS"":""8536.69.4040"",""Country of Origin"":""China""}}]"
PMR-000085,Imported - Pending Verification,Molex,2169900001,,CON-SMD-USBC-MM-16+8-1-00,CONN RCP USB2.0 TYP C 24P SMD RA,CON,https://www.molex.com/webdocs/datasheets/pdf/en-us/2169900001_IO_CONNECTORS.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No,molex | 2169900001,86,"[{""source_row"":86,""values"":{""AIPN"":"""",""Family"":""CON"",""Value"":""24"",""Case"":"""",""Image"":"""",""Description"":""CONN RCP USB2.0 TYP C 24P SMD RA"",""Manufacturer Name"":""Molex"",""Manufacturer Part Number"":""2169900001"",""Lifecycle"":""Active"",""Leadtime(WKS)"":""14"",""Case2"":""SMD"",""Case3"":""SMD"",""Case Displayed as"":""SMD"",""Param #1"":""USBC"",""Param #2"":""MM"",""Param #3"":""16+8"",""Param #4"":""1"",""Rev"":""0"",""Params used"":""7"",""AIPN Occurrence"":""1"",""AIPN - OLD"":""CON-SMD-USBC-MM-16+8-1-00"",""LEN"":""25"",""Datasheet"":""https://www.molex.com/webdocs/datasheets/pdf/en-us/2169900001_IO_CONNECTORS.pdf"",""RoHS Status"":""ROHS3 Compliant"",""Moisture Sensitivity Level (MSL)"":""Active"",""ECCN"":""EAR99"",""HTSUS"":""8536.69.4040"",""Country of Origin"":""China""}}]"
PMR-000086,Imported - Pending Verification,GCT,USB4110-GF-A,,CON-SMD-USBC-Top-16-7.35mm-00,CONN RCP USB2.0 TYP C 24P SMD RA,CON,https://gct.co/files/specs/usb4110-spec.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No,gct | usb4110-gf-a,88,"[{""source_row"":88,""values"":{""AIPN"":"""",""Family"":""CON"",""Value"":""24"",""Case"":"""",""Image"":"""",""Description"":""CONN RCP USB2.0 TYP C 24P SMD RA"",""Manufacturer Name"":""GCT"",""Manufacturer Part Number"":""USB4110-GF-A"",""Lifecycle"":""Active"",""Leadtime(WKS)"":""7"",""Case2"":""SMD"",""Case3"":""SMD"",""Case Displayed as"":""SMD"",""Param #1"":""USBC"",""Param #2"":""Top"",""Param #3"":""16"",""Param #4"":""7.35mm"",""Rev"":""0"",""Params used"":""7"",""AIPN Occurrence"":""1"",""AIPN - OLD"":""CON-SMD-USBC-Top-16-7.35mm-00"",""LEN"":""29"",""Datasheet"":""https://gct.co/files/specs/usb4110-spec.pdf"",""RoHS Status"":""ROHS3 Compliant"",""Moisture Sensitivity Level (MSL)"":""Active"",""ECCN"":""EAR99"",""HTSUS"":""8536.69.4040"",""Country of Origin"":""China""}}]"
PMR-000087,Imported - Pending Verification,Hirose Electric Co Ltd,FH26W-45S-0.3SHW(60),,CON-SMD-FPC-45pin-P0.3mm-00,CONN FPC BOTTOM 45POS 0.3MM R/A,CON,https://www.hirose.com/product/document?clcode=CL0580-2401-1-60&productname=FH26W-13S-0.3SHW(60)&series=FH26&documenttype=Catalog&lang=en&documentid=D49355_en,AIPN Parts Master.xlsx,My Lists Worksheet,No,hiroseelectriccoltd | fh26w-45s-0.3shw(60),89,"[{""source_row"":89,""values"":{""AIPN"":"""",""Family"":""CON"",""Value"":""45"",""Case"":"""",""Image"":"""",""Description"":""CONN FPC BOTTOM 45POS 0.3MM R/A"",""Manufacturer Name"":""Hirose Electric Co Ltd"",""Manufacturer Part Number"":""FH26W-45S-0.3SHW(60)"",""Lifecycle"":""Active"",""Leadtime(WKS)"":""12"",""Case2"":""SMD-0.30"",""Case3"":""SMD"",""Case Displayed as"":""SMD"",""Param #1"":""FPC"",""Param #2"":""45pin"",""Param #3"":""P0.3mm"",""Param #4"":"""",""Rev"":""0"",""Params used"":""6"",""AIPN Occurrence"":""1"",""AIPN - OLD"":""CON-SMD-FPC-45pin-P0.3mm-00"",""LEN"":""27"",""Datasheet"":""https://www.hirose.com/product/document?clcode=CL0580-2401-1-60&productname=FH26W-13S-0.3SHW(60)&series=FH26&documenttype=Catalog&lang=en&documentid=D49355_en"",""RoHS Status"":""RoHS Compliant"",""Moisture Sensitivity Level (MSL)"":""Active"",""ECCN"":""EAR99"",""HTSUS"":""8536.69.4051"",""Country of Origin"":""Japan""}}]"
PMR-000088,Imported - Pending Verification,Molex,1040310811,,CON-SMD-uSDCage-10p-Push-Pull-1-00,CONN MICRO SD CARD R/A SMD,CON,https://www.molex.com/en-us/products/part-detail/1040310811?display=pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No,molex | 1040310811,90,"[{""source_row"":90,""values"":{""AIPN"":"""",""Family"":""CON"",""Value"":"""",""Case"":"""",""Image"":"""",""Description"":""CONN MICRO SD CARD R/A SMD"",""Manufacturer Name"":""Molex"",""Manufacturer Part Number"":""1040310811"",""Lifecycle"":""Active"",""Leadtime(WKS)"":""15"",""Case2"":""SMD"",""Case3"":""SMD"",""Case Displayed as"":""SMD"",""Param #1"":""uSDCage"",""Param #2"":""10p"",""Param #3"":""Push-Pull"",""Param #4"":""1"",""Rev"":""0"",""Params used"":""7"",""AIPN Occurrence"":""1"",""AIPN - OLD"":""CON-SMD-uSDCage-10p-Push-Pull-1-00"",""LEN"":""34"",""Datasheet"":""https://www.molex.com/en-us/products/part-detail/1040310811?display=pdf"",""RoHS Status"":""ROHS3 Compliant"",""Moisture Sensitivity Level (MSL)"":""Active"",""ECCN"":""EAR99"",""HTSUS"":""8536.69.4040"",""Country of Origin"":""China""}}]"
PMR-000089,Imported - Pending Verification,Würth Elektronik,693071010811,,CON-SMD-uSDCage-8+1p-Push-Push-1-00,CONN MICRO SD CARD R/A SMD,CON,https://www.we-online.com/catalog/datasheet/693071010811.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No,wurthelektronik | 693071010811,91,"[{""source_row"":91,""values"":{""AIPN"":"""",""Family"":""CON"",""Value"":"""",""Case"":"""",""Image"":"""",""Description"":""CONN MICRO SD CARD R/A SMD"",""Manufacturer Name"":""Würth Elektronik"",""Manufacturer Part Number"":""693071010811"",""Lifecycle"":""Active"",""Leadtime(WKS)"":""17"",""Case2"":""SMD"",""Case3"":""SMD"",""Case Displayed as"":""SMD"",""Param #1"":""uSDCage"",""Param #2"":""8+1p"",""Param #3"":""Push-Push"",""Param #4"":""1"",""Rev"":""0"",""Params used"":""7"",""AIPN Occurrence"":""1"",""AIPN - OLD"":""CON-SMD-uSDCage-8+1p-Push-Push-1-00"",""LEN"":""35"",""Datasheet"":""https://www.we-online.com/catalog/datasheet/693071010811.pdf"",""RoHS Status"":""ROHS3 Compliant"",""Moisture Sensitivity Level (MSL)"":""Active"",""ECCN"":""EAR99"",""HTSUS"":""8536.69.4040"",""Country of Origin"":""China""}}]"
PMR-000090,Imported - Pending Verification,Würth Elektronik,693072010801,,CON-SMD-uSDCage-8p-Hing-1-00,CONN MICRO SD CARD R/A SMD,CON,https://www.we-online.com/catalog/datasheet/693072010801.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No,wurthelektronik | 693072010801,92,"[{""source_row"":92,""values"":{""AIPN"":"""",""Family"":""CON"",""Value"":"""",""Case"":"""",""Image"":"""",""Description"":""CONN MICRO SD CARD R/A SMD"",""Manufacturer Name"":""Würth Elektronik"",""Manufacturer Part Number"":""693072010801"",""Lifecycle"":""Active"",""Leadtime(WKS)"":""16"",""Case2"":""SMD"",""Case3"":""SMD"",""Case Displayed as"":""SMD"",""Param #1"":""uSDCage"",""Param #2"":""8p"",""Param #3"":""Hing"",""Param #4"":""1"",""Rev"":""0"",""Params used"":""7"",""AIPN Occurrence"":""1"",""AIPN - OLD"":""CON-SMD-uSDCage-8p-Hing-1-00"",""LEN"":""28"",""Datasheet"":""https://www.we-online.com/catalog/datasheet/693072010801.pdf"",""RoHS Status"":""ROHS3 Compliant"",""Moisture Sensitivity Level (MSL)"":""Active"",""ECCN"":""EAR99"",""HTSUS"":""8536.69.4040"",""Country of Origin"":""Taiwan""}}]"
PMR-000091,Imported - Pending Verification,Molex,5025700893,,CON-uSDCage-10p-PushPush-00,CONN MICRO SD CARD R/A SMD,CON,https://www.molex.com/pdm_docs/sd/5025700893_sd.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No,molex | 5025700893,93,"[{""source_row"":93,""values"":{""AIPN"":"""",""Family"":""CON"",""Value"":"""",""Case"":"""",""Image"":"""",""Description"":""CONN MICRO SD CARD R/A SMD"",""Manufacturer Name"":""Molex"",""Manufacturer Part Number"":""5025700893"",""Lifecycle"":""Active"",""Leadtime(WKS)"":""12"",""Case2"":""SMD"",""Case3"":""uSDCage"",""Case Displayed as"":""uSDCage"",""Param #1"":""10p"",""Param #2"":""PushPush"",""Param #3"":"""",""Param #4"":"""",""Rev"":""0"",""Params used"":""5"",""AIPN Occurrence"":""1"",""AIPN - OLD"":""CON-uSDCage-10p-PushPush-00"",""LEN"":""27"",""Datasheet"":""https://www.molex.com/pdm_docs/sd/5025700893_sd.pdf"",""RoHS Status"":""ROHS3 Compliant"",""Moisture Sensitivity Level (MSL)"":""Active"",""ECCN"":""EAR99"",""HTSUS"":""8536.69.4040"",""Country of Origin"":""Vietnam""}}]"
PMR-000092,Imported - Pending Verification,Wurth,632722200212,,CON-SMD-USBC-24p-H-1-00,WR-COM_USB 3.1_TYPE C_HORIZONTAL,CON,https://www.we-online.com/catalog/datasheet/632722200212.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No,wurth | 632722200212,94,"[{""source_row"":94,""values"":{""AIPN"":"""",""Family"":""CON"",""Value"":"""",""Case"":"""",""Image"":"""",""Description"":""WR-COM_USB 3.1_TYPE C_HORIZONTAL"",""Manufacturer Name"":""Wurth"",""Manufacturer Part Number"":""632722200212"",""Lifecycle"":""Active"",""Leadtime(WKS)"":""19"",""Case2"":""SMD"",""Case3"":""SMD"",""Case Displayed as"":""SMD"",""Param #1"":""USBC"",""Param #2"":""24p"",""Param #3"":""H"",""Param #4"":""1"",""Rev"":""0"",""Params used"":""7"",""AIPN Occurrence"":""1"",""AIPN - OLD"":""CON-SMD-USBC-24p-H-1-00"",""LEN"":""23"",""Datasheet"":""https://www.we-online.com/catalog/datasheet/632722200212.pdf"",""RoHS Status"":""ROHS3 Compliant"",""Moisture Sensitivity Level (MSL)"":""Active"",""ECCN"":""EAR99"",""HTSUS"":""8536.69.4040"",""Country of Origin"":""China""}}]"
PMR-000093,Imported - Pending Verification,Wurth,629722000214,,CON-SMD-USBC-Top-16-PCB=0.8mm-00,WR-COM_USB 2.0_TYPE C_HORIZONTAL,CON,https://www.we-online.com/catalog/datasheet/629722000214.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No,wurth | 629722000214,95,"[{""source_row"":95,""values"":{""AIPN"":"""",""Family"":""CON"",""Value"":"""",""Case"":"""",""Image"":"""",""Description"":""WR-COM_USB 2.0_TYPE C_HORIZONTAL"",""Manufacturer Name"":""Wurth"",""Manufacturer Part Number"":""629722000214"",""Lifecycle"":""Active"",""Leadtime(WKS)"":""19"",""Case2"":""SMD"",""Case3"":""SMD"",""Case Displayed as"":""SMD"",""Param #1"":""USBC"",""Param #2"":""Top"",""Param #3"":""16"",""Param #4"":""PCB=0.8mm"",""Rev"":""0"",""Params used"":""7"",""AIPN Occurrence"":""1"",""AIPN - OLD"":""CON-SMD-USBC-Top-16-PCB=0.8mm-00"",""LEN"":""32"",""Datasheet"":""https://www.we-online.com/catalog/datasheet/629722000214.pdf"",""RoHS Status"":""ROHS3 Compliant"",""Moisture Sensitivity Level (MSL)"":""Active"",""ECCN"":""EAR99"",""HTSUS"":""8536.69.4040"",""Country of Origin"":""China""}}]"
PMR-000094,Imported - Pending Verification,Microchip Technology,MCP4811-E/SN,,ICS-DAC10-1ch-spi-1-00,IC DAC 10BIT 8-SOIC,DAC,https://ww1.microchip.com/downloads/en/DeviceDoc/22244B.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No,microchiptechnology | mcp4811-e/sn,96,"[{""source_row"":96,""values"":{""AIPN"":"""",""Family"":""DAC"",""Value"":""10"",""Case"":""SOIC-8"",""Image"":"""",""Description"":""IC DAC 10BIT 8-SOIC"",""Manufacturer Name"":""Microchip Technology"",""Manufacturer Part Number"":""MCP4811-E/SN"",""Lifecycle"":""Active"",""Leadtime(WKS)"":""5"",""Case2"":""SOIC-8"",""Case3"":""SMD"",""Case Displayed as"":""SMD"",""Param #1"":""DAC10"",""Param #2"":""1ch"",""Param #3"":""spi"",""Param #4"":""1"",""Rev"":""0"",""Params used"":""7"",""AIPN Occurrence"":""1"",""AIPN - OLD"":""ICS-DAC10-1ch-spi-1-00"",""LEN"":""22"",""Datasheet"":""https://ww1.microchip.com/downloads/en/DeviceDoc/22244B.pdf"",""RoHS Status"":""ROHS3 Compliant"",""Moisture Sensitivity Level (MSL)"":""Active"",""ECCN"":""EAR99"",""HTSUS"":""8542.39.0040"",""Country of Origin"":""Thailand""}}]"
PMR-000095,Imported - Pending Verification,Microchip Technology,MCP4812-E/SN,,ICS-DAC10-2ch-spi-1-00,IC DAC 10BIT 8-SOIC,DAC,https://ww1.microchip.com/downloads/aemDocuments/documents/OTH/ProductDocuments/DataSheets/20002249B.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No,microchiptechnology | mcp4812-e/sn,97,"[{""source_row"":97,""values"":{""AIPN"":"""",""Family"":""DAC"",""Value"":""10"",""Case"":""SOIC-8"",""Image"":"""",""Description"":""IC DAC 10BIT 8-SOIC"",""Manufacturer Name"":""Microchip Technology"",""Manufacturer Part Number"":""MCP4812-E/SN"",""Lifecycle"":""Active"",""Leadtime(WKS)"":""6"",""Case2"":""SOIC-8"",""Case3"":""SMD"",""Case Displayed as"":""SMD"",""Param #1"":""DAC10"",""Param #2"":""2ch"",""Param #3"":""spi"",""Param #4"":""1"",""Rev"":""0"",""Params used"":""7"",""AIPN Occurrence"":""1"",""AIPN - OLD"":""ICS-DAC10-2ch-spi-1-00"",""LEN"":""22"",""Datasheet"":""https://ww1.microchip.com/downloads/aemDocuments/documents/OTH/ProductDocuments/DataSheets/20002249B.pdf"",""RoHS Status"":""ROHS3 Compliant"",""Moisture Sensitivity Level (MSL)"":""Active"",""ECCN"":""EAR99"",""HTSUS"":""8542.39.0040"",""Country of Origin"":""Thailand""}}]"
PMR-000096,Imported - Pending Verification,Analog Devices Inc./Maxim Integrated,LTC2630ISC6-LZ12#TRMPBF,,ICS-DAC12-1ch-spi-1-00,IC DAC 12BIT SC-70-6,DAC,https://www.analog.com/media/en/technical-documentation/data-sheets/2630fg.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No,analogdevicesincmaximintegrated | ltc2630isc6-lz12#trmpbf,98,"[{""source_row"":98,""values"":{""AIPN"":"""",""Family"":""DAC"",""Value"":""12"",""Case"":""SC-70-6"",""Image"":"""",""Description"":""IC DAC 12BIT SC-70-6"",""Manufacturer Name"":""Analog Devices Inc./Maxim Integrated"",""Manufacturer Part Number"":""LTC2630ISC6-LZ12#TRMPBF"",""Lifecycle"":""Active"",""Leadtime(WKS)"":""10"",""Case2"":""SC-70"",""Case3"":""SMD"",""Case Displayed as"":""SMD"",""Param #1"":""DAC12"",""Param #2"":""1ch"",""Param #3"":""i2c"",""Param #4"":""1"",""Rev"":""0"",""Params used"":""7"",""AIPN Occurrence"":""1"",""AIPN - OLD"":""ICS-DAC12-1ch-spi-1-00"",""LEN"":""22"",""Datasheet"":""https://www.analog.com/media/en/technical-documentation/data-sheets/2630fg.pdf"",""RoHS Status"":""ROHS3 Compliant"",""Moisture Sensitivity Level (MSL)"":""Active"",""ECCN"":""EAR99"",""HTSUS"":""8542.39.0040"",""Country of Origin"":""Thailand""}}]"
