Record ID,Record Status,Manufacturer,Manufacturer Part Number,Legacy AIPN,Legacy AIPN Old,Legacy Description,Legacy Family,Legacy Datasheet,Import Source,Source Sheet,Duplicate Source Rows
PMR-000091,Imported - Pending Verification,Molex,5025700893,,CON-uSDCage-10p-PushPush-00,CONN MICRO SD CARD R/A SMD,CON,https://www.molex.com/pdm_docs/sd/5025700893_sd.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000092,Imported - Pending Verification,Wurth,632722200212,,CON-SMD-USBC-24p-H-1-00,WR-COM_USB 3.1_TYPE C_HORIZONTAL,CON,https://www.we-online.com/catalog/datasheet/632722200212.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000093,Imported - Pending Verification,Wurth,629722000214,,CON-SMD-USBC-Top-16-PCB=0.8mm-00,WR-COM_USB 2.0_TYPE C_HORIZONTAL,CON,https://www.we-online.com/catalog/datasheet/629722000214.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000094,Imported - Pending Verification,Microchip Technology,MCP4811-E/SN,,ICS-DAC10-1ch-spi-1-00,IC DAC 10BIT 8-SOIC,DAC,https://ww1.microchip.com/downloads/en/DeviceDoc/22244B.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000095,Imported - Pending Verification,Microchip Technology,MCP4812-E/SN,,ICS-DAC10-2ch-spi-1-00,IC DAC 10BIT 8-SOIC,DAC,https://ww1.microchip.com/downloads/aemDocuments/documents/OTH/ProductDocuments/DataSheets/20002249B.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000096,Imported - Pending Verification,Analog Devices Inc./Maxim Integrated,LTC2630ISC6-LZ12#TRMPBF,,ICS-DAC12-1ch-spi-1-00,IC DAC 12BIT SC-70-6,DAC,https://www.analog.com/media/en/technical-documentation/data-sheets/2630fg.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000097,Imported - Pending Verification,Microchip Technology,MCP4725A0T-E/CH,,ICS-DAC12-1ch-i2c-1-00,IC DAC 12BIT SOT-23-6,DAC,https://ww1.microchip.com/downloads/aemDocuments/documents/MSLD/ProductDocuments/DataSheets/MCP4725-Data-Sheet-20002039E.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000098,Imported - Pending Verification,Diotec Semiconductor,1N4448W,,DIO-SMD-150mA-75v-GP-1-00,DIODE STANDARD 75V 150MA SOD123F,DIO,https://diotec.com/request/datasheet/1n4148w.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000099,Imported - Pending Verification,Microchip Technology,SMBJ5361B/TR13,,DIO-SMB-Zen-27v-5w-5r-00,DIODE ZENER 27V 5W DO214AA,DIO,,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000100,Imported - Pending Verification,Comchip,CDBU40,,DIO-0603-40v-200mA-SBD-1-00,DIODE SCHOTTKY 40V 200MA 0603,DIO,https://mm.digikey.com/Volume0/opasdata/d220001/medias/docus/695/CDBU40_DS.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000101,Imported - Pending Verification,OnSemi,SS14,,DIO-SMD-40v-1A-SBD-1-00,DIODE SCHOTTKY 40V 1A DO214AC,DIO,https://www.onsemi.com/pdf/datasheet/ss19-d.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000102,Imported - Pending Verification,Taiwan Semi,TS4148 RCG,,DIO-0603-100mA-75v-GP-1-00,DIODE STANDARD 75V 100MA 0603,DIO,https://services.ts.com.tw/storage/resources/datasheet/TS4148%20SERIES_A2301.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000103,Imported - Pending Verification,onsemi,MMSD914T1G,,DIO-SMD-200mA-100v-00,DIODE STANDARD 100V 200MA SOD123,DIO,https://www.onsemi.com/pdf/datasheet/mmsd914t1-d.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000104,Imported - Pending Verification,Vishay General Semiconductor - Diodes Division,MB4S-E3/80,,DIO-SMD-Bridge-400v-00,BRIDGE RECT 1P 400V 0.5A TO269AA,DIO,https://www.vishay.com/docs/88661/mb2s.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000105,Imported - Pending Verification,Würth Elektronik,742792625,,FBD-0603-120R-2A-50mR-00,FERRITE BEAD 120 OHM 0603 1LN,FBD,https://www.we-online.com/components/products/datasheet/742792625.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000106,Imported - Pending Verification,TDK Corporation,MPZ2012S331AT000,,FBD-0805-330R-2A5-50mR-00,FERRITE BEAD 330 OHM 0805 1LN,FBD,https://product.tdk.com/system/files/dam/doc/product/emc/emc/beads/catalog/beads_commercial_power_mpz2012_en.pdf?ref_disty=digikey,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000107,Imported - Pending Verification,Wurth,742841160,,FBD-0402-600R-100mA-1R6-00,FERRITE BEAD 600 OHM 0402 1LN,FBD,https://www.we-online.com/components/products/datasheet/742841160.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000108,Imported - Pending Verification,OnSemi,FDMA1024NZ,,FET-SMD-NMOS-20v-5A-700mW-00,MOSFET 2N-CH 20V 5A 6MICROFET,FET,https://www.onsemi.com/pub/Collateral/FDMA1024NZ-D.PDF,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000109,Imported - Pending Verification,Nexperia,PMV65XPVL,,FET-SMD-PMOS-20v-2.8A-480mW-00,MOSFET P-CH 20V 2.8A TO236AB,FET,https://assets.nexperia.com/documents/data-sheet/PMV65XP.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000110,Imported - Pending Verification,OnSemi,FDN340P,,FET-SMD-Pch-20v-2A-500mW-00,MOSFET P-CH 20V 2A SUPERSOT3,FET,https://www.onsemi.com/pdf/datasheet/fdn340p-d.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000111,Imported - Pending Verification,OnSemi,2N7002,,FET-SMD-Nch-60v-115mA-200mW-00,MOSFET N-CH 60V 280MA SOT23-3,FET,https://diotec.com/request/datasheet/2n7002.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000112,Imported - Pending Verification,Bel Fuse Inc.,0ZAF0005FF28,,FUS-2920-PTC-50mA-240v-00,"Polymeric PTC Resettable Fuse 240V (250V Int) 50 mA Ih Surface Mount 2920 (7351 Metric), Concave",FUS,https://belfuse.com/media/datasheets/products/circuit-protection/ds-CP-0ZAF-series.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000113,Imported - Pending Verification,Littelfuse Inc.,1206L110YR,,FUS-1206-Poly-6v-1A1-00,"FUSE, RESETTABLE, 1206L SERIES, PTC 8V POLYFUSE SMD THIN ,1.1A",FUS,,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000114,Imported - Pending Verification,Littelfuse Inc.,36912000000,,FUS-P5.08-Rad-T-2A-300vac-00,FUSE BOARD MNT 2A 300VAC RADIAL,FUS,https://www.littelfuse.com/assetdocs/fuse-369-datasheet?assetguid=2d4d6025-892d-4199-9612-78de96bc2dfe,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000115,Imported - Pending Verification,Bourns Inc.,MF-MSMF250/16X-2,,FUS-1812-PTC-2A5-16v-00,PTC RESET FUSE 16V 2.5A 1812,FUS,https://www.bourns.com/docs/product-datasheets/mf-msmf.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000116,Imported - Pending Verification,Bel Fuse Inc.,0683G5000-01,,FUS-4818-Cer-5A-350vac-00,FUSE CERM 5A 350VAC 125VDC 2SMD,FUS,https://belfuse.com/media/datasheets/products/circuit-protection/ds-CP-0683G-series.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000117,Imported - Pending Verification,TI,ADPL62083UR30O+T,,,"3-PIN, SOT, LOW-POWER SUPERVISOR",ICS,https://www.analog.com/media/en/technical-documentation/data-sheets/adpl62083.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000118,Imported - Pending Verification,Microchip Technology,MCP121T-315E/TT,,ICS-SuperV-3v08-1ch-1-00,IC SUPERVISOR 1 CHANNEL SOT23-3,ICS,https://ww1.microchip.com/downloads/en/DeviceDoc/20001906D.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000119,Imported - Pending Verification,Maxim,MAX17048G+T10,,ICS-Batt-Mon-LiIon-1c-1-00,IC BATT MON LI-ION 1CELL 8TDFN,ICS,https://www.analog.com/media/en/technical-documentation/data-sheets/MAX17048-MAX17049.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000120,Imported - Pending Verification,Analog Devices Inc.,LTC4412ES6#TRMPBF,,ICS-OR_Ctrl-Pch-2to1-1-00,IC OR CTRLR SRC SELECT TSOT23-6,ICS,https://www.analog.com/media/en/technical-documentation/data-sheets/ltc4412.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000121,Imported - Pending Verification,Nexperia,TXB0104QRUTRQ1,,ICS-SMD-LVLT-Bdir-4ch-00,IC XLTR VL BIDIR 12-UQFN,ICS,https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftxb0104-q1,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000122,Imported - Pending Verification,TI,TPS22965DSGR,,ICS-PwrSwi-NCh-6A-1-00,IC PWR SWITCH N-CHAN 1:1 8WSON,ICS,https://www.ti.com/lit/ds/symlink/tps22965.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000123,Imported - Pending Verification,OnSemi,CM1624-08DE,,ICS-RLC-3ord-LP-400r-20n-12p-1-00,FILTER RLC 40 OHMS /20NH ESD SMD,ICS,https://www.onsemi.com/pub/Collateral/CM1624-D.PDF,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000124,Imported - Pending Verification,TI,OPA4391PWR,,ICS-SMD-OpAmp-4-Ch-00,"QUAD, MICROPOWER, HIGH SPEED-TO- | Standard (General Purpose) Amplifier 4 Circuit Push-Pull, Rail-to-Rail 14-TSSOP",ICS | OPA,https://www.ti.com/lit/ds/symlink/opa391.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,Yes
PMR-000125,Imported - Pending Verification,Microchip Technology,MCP2515T-I/ML,,ICS-CAN-Ctrl-SPI-3-00,IC CAN CTLR W/SPI 2.0B 20-QFN,ICT,https://ww1.microchip.com/downloads/en/DeviceDoc/MCP2515-Stand-Alone-CAN-Controller-with-SPI-20001801J.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000126,Imported - Pending Verification,Microchip Technology,MCP2515-I/SO,,ICS-CAN-Ctrl-SPI-1-00,IC CAN CONTROLLER W/SPI 18SOIC,ICT,https://ww1.microchip.com/downloads/en/DeviceDoc/MCP2515-Stand-Alone-CAN-Controller-with-SPI-20001801J.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000127,Imported - Pending Verification,Microchip Technology,MCP2561T-E/SN,,ICS-CAN-Trans-00,IC TRANSCEIVER HALF 1/1 8SOIC,ICT,https://ww1.microchip.com/downloads/en/DeviceDoc/20005167C.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000128,Imported - Pending Verification,Texas Instruments,LM311DR,,ICS-Comp-1ch-1-00,"Comparator Standard (General Purpose) MOS, Open-Collector, Open-Emitter, TTL 8-SOIC",ICT,,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000129,Imported - Pending Verification,Texas Instruments,LM2903BIDR,,ICS-Comp-2ch-1-00,IC COMPARATOR 2CH 8-SOIC,ICT,https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flm2903,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000130,Imported - Pending Verification,Allegro MicroSystems,ACS71240LLCBTR-010B3,,ICS-Curr-sense-10A-00,CURRENT SENSOR HE/OL 10A 8-SOIC,ICT,https://www.allegromicro.com/~/media/files/datasheets/acs71240-datasheet.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000131,Imported - Pending Verification,Diodes Incorporated,APX803S-31SA-7,,ICS-SuperV-3v08-1ch-0-00,Supervisor Open Drain or Open Collector 1 Channel SOT-23-3,ICT,,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000132,Imported - Pending Verification,Texas Instruments,SN74LVC1G08DBVT,,ICS-AND-1ch-00,IC GATE AND 1CH 2-INP SOT23-5,ICT,https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fsn74lvc1g08,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000133,Imported - Pending Verification,Analog Devices Inc./Maxim Integrated,MAX31865AAP+,,ICS-Temp-RTD-PT100-00,IC RTD TO DIGITAL CONVERT 20SSOP,ICT,https://datasheets.maximintegrated.com/en/ds/MAX31865.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000134,Imported - Pending Verification,Analog Devices,MAX38888ATD+T,,ICS-SuperC-Mgmt-1-00,IC BATT MFUNC SUPERCAP 14TDFN,ICT,https://www.analog.com/media/en/technical-documentation/data-sheets/MAX38888.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000135,Imported - Pending Verification,OnSemi,TL331VSN4T1G,,ICS-Comp-1ch-2-00,IC COMPARATOR 1CH 5-TSOP,ICT,https://www.onsemi.com/download/data-sheet/pdf/tl331-d.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000136,Imported - Pending Verification,Texas Instruments,LM2903BIDDFR,,ICS-Comp-2ch-2-00,IC COMPARATOR 2CH TSOT-23-8,ICT,https://www.ti.com/lit/ds/symlink/lm2903b.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000137,Imported - Pending Verification,Texas Instruments,TSC2007IPWR,,ICS-TouchCtrl-4wire-12-Bit-i2c-00,IC TSC 4 WIRE RES 16-TSSOP,ICT,https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%253A%252F%252Fwww.ti.com%252Flit%252Fgpn%252Ftsc2007,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000138,Imported - Pending Verification,Microchip Technology,MCP2515-I/ST,,ICS-CAN-Ctrl-SPI-2-00,IC CAN CONTROLLER W/SPI 20TSSOP,ICT,https://ww1.microchip.com/downloads/en/DeviceDoc/MCP2515-Stand-Alone-CAN-Controller-with-SPI-20001801J.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000139,Imported - Pending Verification,Texas Instruments,TCA9548APWR,,ICS-I2C-Exp-8ch-00,IC BUS SWITCH 1 X 8:1 24-TSSOP,ICT,https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftca9548a,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000140,Imported - Pending Verification,Würth Elektronik,744383130033,,IND-1610-330n-1A9-84mR-00,FIXED IND 330NH 1.9A 84 MOHM SMD,IND,https://www.we-online.com/components/products/datasheet/744383130033.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000141,Imported - Pending Verification,Coilcraft,XFL4015-471MEC,,IND-1616-470n-9A1-8.36mR-Shield-00,FIXED IND 470NH 9.1A 8.36 MOHM,IND,https://www.coilcraft.com/en-us/files/datasheet/XFL4015,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000142,Imported - Pending Verification,Murata,LQM21PN2R2MC0D,,IND-0805-2u2-06A-425mR-Shield-00,FIXED IND 2.2UH 600MA 425 MOHM,IND,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243B-0014.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000143,Imported - Pending Verification,Coilcraft,XAL4020-222ME,,IND-1616-2u2-5A5-38.7mR-Shield-00,FIXED IND 2.2UH 5.5A 38.7 MOHM SMD,IND,,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000144,Imported - Pending Verification,Wurth,744042100,,IND-1919-10u-1A3-150mR-Shield-00,FIXED IND 10UH 1.3A 150 MOHM SMD,IND,https://www.we-online.com/components/products/datasheet/744042100.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000145,Imported - Pending Verification,Würth Elektronik,150060VS75000,,LED-0603-Gn-570nm-2v0-20mA-00,LED GREEN CLEAR 0603 SMD,LED,https://www.we-online.com/components/products/datasheet/150060VS75000.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000146,Imported - Pending Verification,Würth Elektronik,150080VS75000,,LED-0805-Gn-570nm-2v-20mA-00,LED GREEN CLEAR 0805 SMD,LED,https://www.we-online.com/components/products/datasheet/150080VS75000.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000147,Imported - Pending Verification,Würth Elektronik,150060SS75000,,LED-0603-Rd-630nm-1v9-20mA-00,LED RED CLEAR 0603 SMD,LED,https://www.we-online.com/components/products/datasheet/150060SS75000.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000148,Imported - Pending Verification,Kingbright,APTD1608LSECK/J3-PF,,LED-0603-Rd-625nm-1v8-2mA-00,LED RED CLEAR 2SMD,LED,https://www.kingbrightusa.com/images/catalog/SPEC/APTD1608LSECK-J3-PF.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000149,Imported - Pending Verification,Lite-On Inc.,LTST-C195KGJRKT,,,LED GREEN/RED CLEAR CHIP SMD,LED,https://mm.digikey.com/Volume0/opasdata/d220001/medias/docus/1134/LTST-C195KGJRKT.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000150,Imported - Pending Verification,Espressif Systems,ESP32-S3-WROOM-1-N16R2,,MCU-ESP32-S3-1-R16N2-00,RF TXRX MOD BT WIFI PCB TH SMD,MCU,https://www.espressif.com/sites/default/files/documentation/esp32-s3-wroom-1_wroom-1u_datasheet_en.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000151,Imported - Pending Verification,Microchip Technology,24AA512T-I/SN,,ICS-EEProm-512kb-i2c-00,IC EEPROM 512KBIT I2C 8SOIC,MEM,https://ww1.microchip.com/downloads/en/DeviceDoc/24AA512-24LC512-24FC512-512K-Bit-I2C-Serial-EEPROM-20001754Q.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000152,Imported - Pending Verification,TI,TMUX1108PWR,,ICS-Swi-8Ch-4R-00,IC MUX 8:1 4OHM 16TSSOP,MUX,https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftmux1108,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000153,Imported - Pending Verification,Texas Instruments,LM2904BIDR,,ICS-OpAmp-2ch-00,IC OPAMP GP 2 CIRCUIT 8SOIC,OPA,https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flm2904v,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000154,Imported - Pending Verification,UMW,OPA340NA,,ICS-OpAmp-1ch-1-00,IC OPAMP GP 1 CIRCUIT SOT23-5,OPA,https://www.umw-ic.com/static/pdf/1b963e15d0e6622d702f45e5b1ed9081.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000155,Imported - Pending Verification,Lite-On Inc.,LTV-817S-TA1,,ICS-Opto-5kv-DC-NPN-00,OPTOISOLATOR 5KV 1CH TRANS 4-SMD,OPT,https://optoelectronics.liteon.com/upload/download/DS-70-96-0016/LTV-8X7%20series%20%20Rev.S.PDF,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000156,Imported - Pending Verification,Lite-On Inc.,4N35S-TA1,,ICS-Opto-3.5kv-DC-NPN-00,OPTOISO 3.55KV TRANS W/BASE 6SMD,OPT,https://optoelectronics.liteon.com/upload/download/DS-70-99-0012/4N3X%20Series%201115.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000157,Imported - Pending Verification,Würth Elektronik,140354245100,,ICS-Opto-3.75kv-AC-NPN-00,OPTOISO 3.75KV 1CH TRANS 4-SOP,OPT,0,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000158,Imported - Pending Verification,Abracon,ABS07-32.768KHZ-T,,OSC-SMD-32.768kHz-12p5-1-00,CRYSTAL 32.7680KHZ 12.5PF SMD,OSC,https://abracon.com/Resonators/ABS07.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000159,Imported - Pending Verification,Abracon,ABM8-16.000MHZ-D4Y-T,,OSC-SMD-16MHz-18p-1-00,CRYSTAL 16.0000MHZ 18PF SMD,OSC,https://mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6536/ABM8_Datasheet.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000160,Imported - Pending Verification,Microchip Technology,MCP4461-104E/ML,,ICS-POT-100K-4Ch-12C-257taps-00,IC DIG POT 100K 20-QFN,POT,https://ww1.microchip.com/downloads/en/DeviceDoc/22265a.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,Yes
PMR-000161,Imported - Pending Verification,Bourns Inc.,TC33X-2-103E,,POT-SMD-10K-0.15w-1T-Top-00,TRIMMER 10K OHM 0.15W J LEAD TOP,POT,https://www.bourns.com/docs/Product-Datasheets/TC33.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000162,Imported - Pending Verification,Bourns Inc.,3269W-1-102GLF,,POT-SMD-1K-0.25w-12T-Top-00,TRIMMER 1K OHM 0.25W GW TOP ADJ,POT,https://www.bourns.com/docs/Product-Datasheets/3269.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000163,Imported - Pending Verification,CUI Inc.,PSK-4-5,,PSU-THP-ACDC-4w-5v-00,AC/DC CONVERTER 5V 4W,PSU,https://belfuse.com/media/datasheets/products/power-supplies/PSK-4.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000164,Imported - Pending Verification,ADI,ADR5041BKSZ,,,Shunt Voltage Reference IC Fixed 2.5V V ±0.1% 15 mA SC-70-3,REF,,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000165,Imported - Pending Verification,Diodes Incorporated,AP3015AKTR-G1,,REG-SMD-Adj-A100-Boost-1-00,IC REG BOOST ADJ 75MA SOT23-5,REG,https://www.diodes.com/assets/Datasheets/AP3015_A.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000166,Imported - Pending Verification,ADI / Linear,LT3042EDD#TRPBF,,REG-SMD-Adj-0A2-LDO-1-00,IC REG LIN POS ADJ 200MA 10DFN,REG,https://www.analog.com/media/en/technical-documentation/data-sheets/3042fb.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000167,Imported - Pending Verification,TI,TPS62746YFPT,,REG-SMD-Buck-Var-300mA-1-00,IC REG BUCK PROG 300MA 8DSBGA,REG,https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%253A%252F%252Fwww.ti.com%252Flit%252Fgpn%252Ftps62746,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000168,Imported - Pending Verification,onsemi,NCP1117LPSTADT3G,,REG-SMD-Adj-1A-LDO-00,IC REG LINEAR POS ADJ 1A SOT-223,REG,https://www.onsemi.com/pdf/datasheet/ncp1117lp-d.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000169,Imported - Pending Verification,ADI / Linear,LTC3118IUFD#PBF,,ICS-PwrPath-2ch-1-00,IC REG BUCK BOOST ADJ 2A 24QFN,REG,https://www.analog.com/media/en/technical-documentation/data-sheets/3118fa.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000170,Imported - Pending Verification,TI,TLV62569DBVR,,REG-SMD-Adj-2A-Buck-1-00,IC REG BUCK ADJ 2A SOT23-5,REG,https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftlv62569,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000171,Imported - Pending Verification,TI,TPS63802DLAR,,REG-SMD-Buck-Boost-2A-1-00,IC REG BUCK BOOST ADJ 2A 10VSON,REG,https://www.ti.com/lit/ds/symlink/tps63802.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000172,Imported - Pending Verification,Microchip Technology,MCP1711T-25I/OT,,,IC REG LINEAR 2.5V 150MA SOT23-5,REG,https://ww1.microchip.com/downloads/en/DeviceDoc/20005415D.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000173,Imported - Pending Verification,Diodes Incorporated,AP62250Z6-7,,REG-SMD-Adj-2A5-Buck-0-00,IC REG BUCK ADJ 2.5A SOT563,REG,https://www.diodes.com/assets/Datasheets/AP62250.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000174,Imported - Pending Verification,Diodes Incorporated,AP62250WU-7,,REG-SMD-Adj-2A5-Buck-1-00,IC REG BUCK ADJ 2.5A TSOT26,REG,https://www.diodes.com/assets/Datasheets/AP62250.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000175,Imported - Pending Verification,EVVO,AMS1117-3.3,,REG-SMD-3v3-1A-LDO-00,IC REG LINEAR 3.3V 1A SOT-223-3L,REG,https://mm.digikey.com/Volume0/opasdata/d220001/medias/docus/7158/5272_AMS1117-3.3.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000176,Imported - Pending Verification,TI,TLV75733PDBVR,,,IC REG LINEAR 3.3V 1A SOT23-5,REG,https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftlv757p,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000177,Imported - Pending Verification,TI,LM27762DSST,,,IC REG CHARGE PUMP ADJ DL 12WSON,REG,https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flm27762,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000178,Imported - Pending Verification,Littelfuse Inc.,CPC1998J,,REL-THP-5A-240vac-SSR-SPSTno-00,SSR RELAY SPST-NO 5A 20-240V,REL,https://www.littelfuse.com/assetdocs/littelfuse-integrated-circuits-cpc1998j-datasheet?assetguid=42c5763f-6053-4cb8-92b0-0423aa9ba263,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000179,Imported - Pending Verification,YAGEO,RC0402JR-070RL,,,RES 0 OHM JUMPER 1/16W 0402,RES,https://yageogroup.com/content/datasheet/asset/file/PYU-RC_GROUP_51_ROHS_L,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000180,Imported - Pending Verification,YAGEO,RC0603FR-070RL,,RES-0603-0R-1%-00,RES 0 OHM JUMPER 1/10W 0603,RES,https://yageogroup.com/content/datasheet/asset/file/PYU-RC_GROUP_51_ROHS_L,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000181,Imported - Pending Verification,Walsin Technology Corporation,WF25P10R0FTL,,RES-2512-10R-2W-1%-1-00,RES 10 OHM 1% 2W 2512,RES,,AIPN Parts Master.xlsx,My Lists Worksheet,No
